workorderid,productid,operationsequence,locationid,scheduledstartdate,scheduledenddate,actualstartdate,actualenddate,actualresourcehrs,plannedcost,actualcost,modifieddate
63257,747,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63257,747,3,30,2014-03-07,2014-03-18,2014-03-14,2014-03-18,1.0,14.5,14.5,2014-03-18
63257,747,4,40,2014-03-07,2014-03-18,2014-03-14,2014-03-18,2.0,31.5,31.5,2014-03-18
63257,747,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63257,747,7,60,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.0,49.0,49.0,2014-03-18
63258,748,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63258,748,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63258,748,3,30,2014-03-07,2014-03-18,2014-03-14,2014-03-18,1.0,14.5,14.5,2014-03-18
63258,748,5,45,2014-03-07,2014-03-18,2014-03-14,2014-03-18,2.0,36.0,36.0,2014-03-18
63258,748,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63258,748,7,60,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.0,49.0,49.0,2014-03-18
63259,805,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63260,806,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63261,807,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63262,808,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63262,808,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63262,808,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63263,810,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63263,810,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63263,810,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63264,811,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63264,811,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63264,811,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63265,812,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63265,812,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63265,812,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63266,813,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63266,813,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63266,813,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63267,815,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63268,816,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63269,818,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63270,819,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63271,820,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63272,821,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63273,823,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63274,824,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63275,826,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63276,827,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63277,828,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63278,829,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63290,894,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63295,945,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63295,945,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63296,946,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63296,946,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63296,946,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63297,947,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63297,947,2,20,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.5,87.5,87.5,2014-03-18
63297,947,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63298,949,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63299,950,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63300,951,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63301,994,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63302,995,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63303,996,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63318,802,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63318,802,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63319,803,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63319,803,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63320,804,1,10,2014-03-07,2014-03-18,2014-03-14,2014-03-18,4.1,92.25,92.25,2014-03-18
63320,804,6,50,2014-03-07,2014-03-18,2014-03-14,2014-03-18,3.0,36.75,36.75,2014-03-18
63325,779,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63326,781,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63327,793,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63328,795,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63329,955,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63330,959,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63331,965,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63332,967,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63333,968,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63334,969,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63335,971,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63336,974,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63337,998,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63338,516,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63338,516,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63339,517,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63339,517,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63340,518,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63340,518,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63341,519,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63341,519,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63342,520,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63342,520,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63343,521,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63343,521,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63344,522,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63344,522,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63347,748,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63347,748,2,20,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.5,87.5,87.5,2014-03-28
63347,748,3,30,2014-03-08,2014-03-19,2014-03-08,2014-03-28,1.0,14.5,14.5,2014-03-28
63347,748,5,45,2014-03-08,2014-03-19,2014-03-08,2014-03-28,2.0,36.0,36.0,2014-03-28
63347,748,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63347,748,7,60,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.0,49.0,49.0,2014-03-28
63348,805,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63349,806,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63350,807,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63351,810,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63351,810,2,20,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.5,87.5,87.5,2014-03-28
63351,810,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63352,811,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63352,811,2,20,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.5,87.5,87.5,2014-03-28
63352,811,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63353,812,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63353,812,2,20,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.5,87.5,87.5,2014-03-28
63353,812,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63354,813,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63354,813,2,20,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.5,87.5,87.5,2014-03-28
63354,813,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63355,816,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63356,818,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63357,819,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63358,820,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63359,821,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63360,824,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63361,826,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63362,827,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63363,828,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63364,829,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63373,894,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63375,945,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63375,945,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63376,946,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63376,946,2,20,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.5,87.5,87.5,2014-03-28
63376,946,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63377,947,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63377,947,2,20,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.5,87.5,87.5,2014-03-28
63377,947,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63378,949,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63379,950,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63380,951,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63381,994,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63382,995,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63383,996,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63398,802,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63398,802,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63399,803,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63399,803,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63400,804,1,10,2014-03-08,2014-03-19,2014-03-08,2014-03-28,4.1,92.25,92.25,2014-03-28
63400,804,6,50,2014-03-08,2014-03-19,2014-03-08,2014-03-28,3.0,36.75,36.75,2014-03-28
63405,780,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63406,781,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63407,782,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63408,783,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63409,784,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63410,796,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63411,799,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63412,800,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63413,953,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63414,956,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63415,957,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63416,966,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63417,967,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63418,971,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63419,974,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63420,975,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63421,977,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63422,980,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63423,983,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63424,997,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63425,998,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63426,514,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63426,514,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63427,516,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63427,516,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63428,517,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63428,517,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63429,518,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63429,518,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63430,519,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63430,519,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63431,521,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63431,521,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63432,522,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63432,522,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63441,747,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63441,747,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63441,747,3,30,2014-03-09,2014-03-20,2014-03-18,2014-03-20,1.0,14.5,14.5,2014-03-20
63441,747,4,40,2014-03-09,2014-03-20,2014-03-18,2014-03-20,2.0,31.5,31.5,2014-03-20
63441,747,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63441,747,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63442,805,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63443,806,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63444,807,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63445,808,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63445,808,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63445,808,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63446,810,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63446,810,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63446,810,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63447,811,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63447,811,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63447,811,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63448,812,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63448,812,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63448,812,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63449,813,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63449,813,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63449,813,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63450,815,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63451,816,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63452,818,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63453,819,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63454,820,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63455,821,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63456,823,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63457,824,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63458,826,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63459,827,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63460,828,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63461,829,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63469,894,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63471,942,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63471,942,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63471,942,3,30,2014-03-09,2014-03-20,2014-03-18,2014-03-20,1.0,14.5,14.5,2014-03-20
63471,942,5,45,2014-03-09,2014-03-20,2014-03-18,2014-03-20,2.0,36.0,36.0,2014-03-20
63471,942,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63471,942,7,60,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.0,49.0,49.0,2014-03-20
63472,945,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63472,945,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63473,947,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63473,947,2,20,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.5,87.5,87.5,2014-03-20
63473,947,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63474,949,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63475,950,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63476,951,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63477,994,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63478,995,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63479,996,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63494,802,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63494,802,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63495,803,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63495,803,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63496,804,1,10,2014-03-09,2014-03-20,2014-03-18,2014-03-20,4.1,92.25,92.25,2014-03-20
63496,804,6,50,2014-03-09,2014-03-20,2014-03-18,2014-03-20,3.0,36.75,36.75,2014-03-20
63501,779,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63502,781,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63503,782,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63504,783,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63505,784,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63506,796,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63507,798,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63508,800,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63509,954,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63510,956,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63511,960,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
63512,961,7,60,2014-03-10,2014-03-21,2014-03-10,2014-04-01,4.0,49.0,49.0,2014-04-01
