workorderid,productid,orderqty,scrappedqty,startdate,enddate,duedate,scrapreasonid,modifieddate
51804,995,13,0,2013-11-14,2013-12-12,2013-11-25,,2013-12-12
51805,996,5,0,2013-11-14,2013-12-12,2013-11-25,,2013-12-12
51806,3,380,11,2013-11-14,2013-11-24,2013-11-25,1.0,2013-11-24
51807,324,76,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51808,327,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51809,328,28,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51810,329,34,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51811,330,14,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51812,398,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51813,399,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51814,400,22,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51815,401,54,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51816,529,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51817,532,152,4,2013-11-14,2013-11-24,2013-11-25,3.0,2013-11-24
51818,533,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51819,534,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51820,802,11,0,2013-11-14,2013-12-12,2013-11-25,,2013-12-12
51821,803,12,0,2013-11-14,2013-12-12,2013-11-25,,2013-12-12
51822,804,15,0,2013-11-14,2013-12-12,2013-11-25,,2013-12-12
51823,316,76,2,2013-11-14,2013-11-24,2013-11-25,4.0,2013-11-24
51824,331,76,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51825,350,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51826,531,38,0,2013-11-14,2013-11-24,2013-11-25,,2013-11-24
51827,779,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51828,780,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51829,781,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51830,782,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51831,783,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51832,784,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51833,794,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51834,796,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51835,797,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51836,798,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51837,799,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51838,800,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51839,801,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51840,955,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51841,961,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51842,962,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51843,966,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51844,969,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51845,974,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51846,975,3,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51847,977,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51848,979,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51849,997,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51850,998,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51851,999,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51852,516,10,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51853,517,5,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51854,518,11,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51855,519,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51856,520,3,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51857,522,4,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51858,680,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51859,722,2,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51860,736,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51861,737,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51862,738,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51863,739,2,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51864,742,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51865,743,2,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51866,746,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51867,747,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51868,748,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51869,805,8,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51870,806,23,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51871,807,4,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51872,810,10,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51873,811,5,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51874,812,11,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51875,813,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51876,816,10,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51877,818,5,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51878,819,11,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51879,820,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51880,821,7,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51881,822,1,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51882,824,10,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51883,826,5,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51884,827,11,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51885,828,2,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51886,829,7,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51887,833,2,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51888,834,3,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51889,835,4,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51890,836,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51891,839,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51892,888,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51893,890,2,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51894,893,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51895,894,35,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51896,895,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51897,899,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51898,900,1,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51899,945,35,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51900,946,3,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51901,947,4,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51902,949,8,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51903,950,23,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51904,951,4,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51905,994,14,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51906,995,15,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51907,996,6,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51908,3,350,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51909,324,70,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51910,327,35,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51911,328,20,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51912,329,36,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51913,330,14,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51914,398,35,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51915,399,35,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51916,400,10,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51917,401,60,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51918,529,35,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51919,532,140,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51920,533,35,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51921,534,35,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51922,802,8,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51923,803,11,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51924,804,16,0,2013-11-15,2013-11-26,2013-11-26,,2013-11-26
51925,316,70,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51926,331,70,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51927,350,35,0,2013-11-15,2013-11-25,2013-11-26,,2013-11-25
51928,531,35,1,2013-11-15,2013-11-25,2013-11-26,5.0,2013-11-25
51929,780,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51930,781,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51931,782,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51932,783,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51933,784,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51934,792,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51935,794,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51936,799,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51937,801,4,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51938,965,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51939,970,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51940,971,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51941,973,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51942,974,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51943,975,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51944,976,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51945,977,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51946,992,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51947,997,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51948,999,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51949,514,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51950,516,10,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51951,517,6,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51952,518,12,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51953,519,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51954,520,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51955,521,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51956,706,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51957,722,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51958,736,2,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51959,738,3,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51960,739,3,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51961,742,2,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51962,743,2,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51963,746,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51964,747,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51965,805,9,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51966,806,27,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51967,808,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51968,810,10,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51969,811,6,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51970,812,12,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51971,813,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51972,815,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51973,816,10,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51974,818,6,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51975,819,12,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51976,820,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51977,821,4,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51978,823,1,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51979,824,10,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51980,826,6,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51981,827,12,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51982,828,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51983,829,4,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51984,833,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51985,834,4,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51986,835,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51987,836,6,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51988,839,2,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51989,886,2,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51990,890,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51991,891,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51992,894,36,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51993,926,1,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
51994,945,36,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51995,946,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51996,947,2,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51997,949,9,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51998,950,27,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
51999,994,16,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
52000,995,17,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
52001,996,3,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
52002,3,360,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52003,324,72,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52004,327,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52005,328,22,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52006,329,42,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52007,330,8,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52008,398,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52009,399,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52010,400,14,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52011,401,58,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52012,529,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52013,532,144,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52014,533,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52015,534,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52016,802,9,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
52017,803,12,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
52018,804,15,0,2013-11-16,2013-12-16,2013-11-27,,2013-12-16
52019,316,72,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52020,331,72,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52021,350,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52022,531,36,0,2013-11-16,2013-11-26,2013-11-27,,2013-11-26
52023,779,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52024,781,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52025,782,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52026,796,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52027,797,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52028,798,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52029,799,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52030,800,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52031,801,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52032,956,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52033,957,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52034,966,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52035,971,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52036,972,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52037,974,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52038,979,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52039,981,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52040,982,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52041,983,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52042,992,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52043,997,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52044,999,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52045,514,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52046,516,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52047,517,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52048,518,7,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52049,519,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52050,520,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52051,521,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52052,522,3,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52053,680,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52054,736,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52055,738,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52056,742,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52057,747,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52058,748,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52059,805,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52060,806,17,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52061,807,3,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52062,808,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52063,810,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52064,811,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52065,812,7,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52066,813,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52067,815,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52068,816,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52069,818,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52070,819,7,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52071,820,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52072,821,6,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52073,822,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52074,823,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52075,824,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52076,826,2,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52077,827,7,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52078,828,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52079,829,6,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52080,833,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52081,834,2,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52082,835,2,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52083,836,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52084,885,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52085,889,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52086,890,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52087,891,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52088,892,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52089,894,24,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52090,895,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52091,904,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52092,905,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52093,906,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52094,926,1,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52095,945,24,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52096,946,1,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52097,947,5,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52098,949,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52099,950,17,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52100,951,3,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52101,994,13,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52102,995,7,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52103,996,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52104,3,240,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52105,324,48,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52106,327,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52107,328,16,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52108,329,20,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52109,330,12,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52110,398,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52111,399,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52112,400,12,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52113,401,36,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52114,529,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52115,532,96,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52116,533,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52117,534,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52118,802,4,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52119,803,10,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52120,804,10,0,2013-11-17,2013-11-28,2013-11-28,,2013-11-28
52121,316,48,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52122,331,48,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52123,350,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52124,531,24,0,2013-11-17,2013-11-27,2013-11-28,,2013-11-27
52125,782,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52126,783,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52127,784,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52128,792,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52129,793,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52130,800,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52131,954,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52132,956,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52133,965,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52134,967,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52135,970,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52136,973,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52137,974,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52138,975,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52139,976,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52140,977,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52141,982,2,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52142,986,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52143,987,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52144,990,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52145,514,5,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52146,516,5,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52147,517,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52148,518,8,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52149,519,3,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52150,520,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52151,521,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52152,522,4,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52153,706,2,0,2013-11-18,2013-11-28,2013-11-29,,2013-11-28
52154,722,1,0,2013-11-18,2013-11-28,2013-11-29,,2013-11-28
52155,743,2,0,2013-11-18,2013-11-28,2013-11-29,,2013-11-28
52156,746,2,0,2013-11-18,2013-11-28,2013-11-29,,2013-11-28
52157,747,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52158,805,5,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52159,806,19,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52160,807,4,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52161,808,5,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52162,810,5,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52163,811,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52164,812,8,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52165,813,3,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52166,815,5,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52167,816,5,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52168,818,1,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
52169,819,8,0,2013-11-18,2013-12-20,2013-11-29,,2013-12-20
