transactionid,productid,referenceorderid,referenceorderlineid,transactiondate,transactiontype,quantity,actualcost,modifieddate
74679,835,51153,6,2013-05-30,S,6,440.1742,2013-05-30
74680,836,51153,30,2013-05-30,S,1,440.1742,2013-05-30
74681,838,51153,17,2013-05-30,S,1,1059.31,2013-05-30
74682,839,51153,23,2013-05-30,S,2,1059.31,2013-05-30
74683,874,51153,9,2013-05-30,S,4,5.8435,2013-05-30
74684,875,51153,8,2013-05-30,S,6,5.8435,2013-05-30
74685,913,51153,25,2013-05-30,S,2,38.9536,2013-05-30
74686,938,51153,18,2013-05-30,S,6,29.9626,2013-05-30
74687,939,51153,22,2013-05-30,S,3,45.9466,2013-05-30
74688,940,51153,24,2013-05-30,S,3,59.9326,2013-05-30
74689,973,51153,31,2013-05-30,S,14,1224.7128,2013-05-30
74690,974,51153,34,2013-05-30,S,8,1224.7128,2013-05-30
74691,975,51153,11,2013-05-30,S,3,1224.7128,2013-05-30
74692,976,51153,13,2013-05-30,S,12,1224.7128,2013-05-30
74693,977,51153,26,2013-05-30,S,4,388.7928,2013-05-30
74694,998,51153,21,2013-05-30,S,9,388.7928,2013-05-30
74695,999,51153,14,2013-05-30,S,12,388.7928,2013-05-30
74696,707,51154,9,2013-05-30,S,24,20.994,2013-05-30
74697,708,51154,23,2013-05-30,S,10,20.994,2013-05-30
74698,711,51154,24,2013-05-30,S,10,20.994,2013-05-30
74699,712,51154,48,2013-05-30,S,3,5.8435,2013-05-30
74700,714,51154,34,2013-05-30,S,14,32.4935,2013-05-30
74701,715,51154,14,2013-05-30,S,10,32.4935,2013-05-30
74702,716,51154,27,2013-05-30,S,7,32.4935,2013-05-30
74703,718,51154,35,2013-05-30,S,2,1059.31,2013-05-30
74704,719,51154,44,2013-05-30,S,1,1059.31,2013-05-30
74705,722,51154,11,2013-05-30,S,2,249.5428,2013-05-30
74706,723,51154,29,2013-05-30,S,1,249.5428,2013-05-30
74707,736,51154,7,2013-05-30,S,2,249.5428,2013-05-30
74708,738,51154,5,2013-05-30,S,1,249.5428,2013-05-30
74709,793,51154,2,2013-05-30,S,2,1759.212,2013-05-30
74710,794,51154,31,2013-05-30,S,5,1759.212,2013-05-30
74711,795,51154,32,2013-05-30,S,3,1759.212,2013-05-30
74712,797,51154,8,2013-05-30,S,6,806.7528,2013-05-30
74713,798,51154,20,2013-05-30,S,2,806.7528,2013-05-30
74714,799,51154,46,2013-05-30,S,3,806.7528,2013-05-30
74715,801,51154,19,2013-05-30,S,3,806.7528,2013-05-30
74716,811,51154,18,2013-05-30,S,2,32.9596,2013-05-30
74717,822,51154,17,2013-05-30,S,1,440.1742,2013-05-30
74718,833,51154,42,2013-05-30,S,1,440.1742,2013-05-30
74719,835,51154,4,2013-05-30,S,6,440.1742,2013-05-30
74720,836,51154,15,2013-05-30,S,3,440.1742,2013-05-30
74721,839,51154,37,2013-05-30,S,2,1059.31,2013-05-30
74722,858,51154,25,2013-05-30,S,11,15.9185,2013-05-30
74723,859,51154,43,2013-05-30,S,8,15.9185,2013-05-30
74724,860,51154,10,2013-05-30,S,1,15.9185,2013-05-30
74725,864,51154,45,2013-05-30,S,29,41.275,2013-05-30
74726,865,51154,16,2013-05-30,S,14,41.275,2013-05-30
74727,870,51154,33,2013-05-30,S,17,2.994,2013-05-30
74728,873,51154,22,2013-05-30,S,6,1.374,2013-05-30
74729,874,51154,41,2013-05-30,S,4,5.8435,2013-05-30
74730,875,51154,1,2013-05-30,S,1,5.8435,2013-05-30
74731,876,51154,3,2013-05-30,S,14,72.0,2013-05-30
74732,877,51154,12,2013-05-30,S,16,4.77,2013-05-30
74733,880,51154,47,2013-05-30,S,8,32.994,2013-05-30
74734,881,51154,28,2013-05-30,S,12,35.0935,2013-05-30
74735,883,51154,38,2013-05-30,S,10,35.0935,2013-05-30
74736,884,51154,26,2013-05-30,S,19,35.0935,2013-05-30
74737,913,51154,30,2013-05-30,S,1,38.9536,2013-05-30
74738,938,51154,39,2013-05-30,S,2,29.9626,2013-05-30
74739,940,51154,6,2013-05-30,S,1,59.9326,2013-05-30
74740,973,51154,40,2013-05-30,S,4,1224.7128,2013-05-30
74741,974,51154,21,2013-05-30,S,5,1224.7128,2013-05-30
74742,976,51154,13,2013-05-30,S,3,1224.7128,2013-05-30
74743,977,51154,49,2013-05-30,S,4,388.7928,2013-05-30
74744,998,51154,36,2013-05-30,S,4,388.7928,2013-05-30
74745,716,51155,19,2013-05-30,S,6,32.4935,2013-05-30
74746,722,51155,5,2013-05-30,S,1,249.5428,2013-05-30
74747,738,51155,13,2013-05-30,S,2,249.5428,2013-05-30
74748,792,51155,10,2013-05-30,S,1,1759.212,2013-05-30
74749,794,51155,16,2013-05-30,S,1,1759.212,2013-05-30
74750,795,51155,9,2013-05-30,S,3,1759.212,2013-05-30
74751,796,51155,6,2013-05-30,S,3,1759.212,2013-05-30
74752,797,51155,17,2013-05-30,S,3,806.7528,2013-05-30
74753,798,51155,23,2013-05-30,S,1,806.7528,2013-05-30
74754,799,51155,7,2013-05-30,S,2,806.7528,2013-05-30
74755,800,51155,1,2013-05-30,S,4,806.7528,2013-05-30
74756,813,51155,15,2013-05-30,S,2,88.9998,2013-05-30
74757,822,51155,18,2013-05-30,S,2,440.1742,2013-05-30
74758,835,51155,14,2013-05-30,S,1,440.1742,2013-05-30
74759,836,51155,21,2013-05-30,S,1,440.1742,2013-05-30
74760,874,51155,11,2013-05-30,S,2,5.8435,2013-05-30
74761,875,51155,4,2013-05-30,S,7,5.8435,2013-05-30
74762,938,51155,25,2013-05-30,S,2,29.9626,2013-05-30
74763,940,51155,8,2013-05-30,S,2,59.9326,2013-05-30
74764,973,51155,20,2013-05-30,S,3,1224.7128,2013-05-30
74765,974,51155,12,2013-05-30,S,2,1224.7128,2013-05-30
74766,975,51155,24,2013-05-30,S,1,1224.7128,2013-05-30
74767,976,51155,3,2013-05-30,S,4,1224.7128,2013-05-30
74768,997,51155,22,2013-05-30,S,1,388.7928,2013-05-30
74769,998,51155,2,2013-05-30,S,5,388.7928,2013-05-30
74770,999,51155,26,2013-05-30,S,2,388.7928,2013-05-30
74771,782,51156,7,2013-05-30,S,2,1652.3928,2013-05-30
74772,809,51156,6,2013-05-30,S,1,45.8208,2013-05-30
74773,867,51156,5,2013-05-30,S,16,45.4935,2013-05-30
74774,868,51156,2,2013-05-30,S,2,45.4935,2013-05-30
74775,869,51156,4,2013-05-30,S,6,45.4935,2013-05-30
74776,935,51156,3,2013-05-30,S,2,29.9626,2013-05-30
74777,937,51156,1,2013-05-30,S,1,59.9326,2013-05-30
74778,707,51157,53,2013-05-30,S,12,20.994,2013-05-30
74779,708,51157,5,2013-05-30,S,16,20.994,2013-05-30
74780,711,51157,55,2013-05-30,S,4,20.994,2013-05-30
74781,712,51157,13,2013-05-30,S,14,5.8435,2013-05-30
74782,714,51157,26,2013-05-30,S,10,32.4935,2013-05-30
74783,715,51157,22,2013-05-30,S,9,32.4935,2013-05-30
74784,716,51157,9,2013-05-30,S,7,32.4935,2013-05-30
74785,739,51157,4,2013-05-30,S,2,1009.73,2013-05-30
74786,742,51157,37,2013-05-30,S,2,1009.73,2013-05-30
74787,743,51157,40,2013-05-30,S,5,998.704,2013-05-30
74788,747,51157,42,2013-05-30,S,3,998.704,2013-05-30
74789,779,51157,6,2013-05-30,S,4,1670.3928,2013-05-30
74790,780,51157,23,2013-05-30,S,2,1670.3928,2013-05-30
74791,782,51157,47,2013-05-30,S,7,1652.3928,2013-05-30
74792,784,51157,21,2013-05-30,S,1,1652.3928,2013-05-30
74793,808,51157,12,2013-05-30,S,2,32.9596,2013-05-30
74794,809,51157,32,2013-05-30,S,2,45.8208,2013-05-30
74795,858,51157,16,2013-05-30,S,12,15.9185,2013-05-30
74796,859,51157,1,2013-05-30,S,4,15.9185,2013-05-30
74797,860,51157,43,2013-05-30,S,7,15.9185,2013-05-30
74798,864,51157,27,2013-05-30,S,20,41.275,2013-05-30
74799,865,51157,11,2013-05-30,S,19,41.275,2013-05-30
74800,869,51157,10,2013-05-30,S,3,45.4935,2013-05-30
74801,870,51157,56,2013-05-30,S,2,2.994,2013-05-30
74802,873,51157,49,2013-05-30,S,1,1.374,2013-05-30
74803,876,51157,29,2013-05-30,S,12,72.0,2013-05-30
74804,877,51157,30,2013-05-30,S,14,4.77,2013-05-30
74805,880,51157,46,2013-05-30,S,12,32.994,2013-05-30
74806,881,51157,25,2013-05-30,S,9,35.0935,2013-05-30
74807,883,51157,14,2013-05-30,S,17,35.0935,2013-05-30
74808,884,51157,50,2013-05-30,S,6,35.0935,2013-05-30
74809,894,51157,52,2013-05-30,S,4,89.8804,2013-05-30
74810,904,51157,24,2013-05-30,S,10,269.4266,2013-05-30
74811,905,51157,31,2013-05-30,S,6,269.4266,2013-05-30
74812,906,51157,48,2013-05-30,S,2,269.4266,2013-05-30
74813,907,51157,2,2013-05-30,S,1,78.81,2013-05-30
74814,908,51157,15,2013-05-30,S,2,20.0688,2013-05-30
74815,909,51157,19,2013-05-30,S,2,28.9636,2013-05-30
74816,918,51157,33,2013-05-30,S,4,195.397,2013-05-30
74817,924,51157,18,2013-05-30,S,2,184.8446,2013-05-30
74818,925,51157,7,2013-05-30,S,8,184.8446,2013-05-30
74819,926,51157,17,2013-05-30,S,2,184.8446,2013-05-30
74820,935,51157,36,2013-05-30,S,1,29.9626,2013-05-30
74821,936,51157,34,2013-05-30,S,5,45.9466,2013-05-30
74822,937,51157,51,2013-05-30,S,2,59.9326,2013-05-30
74823,944,51157,57,2013-05-30,S,4,195.397,2013-05-30
74824,945,51157,38,2013-05-30,S,2,67.7026,2013-05-30
74825,949,51157,45,2013-05-30,S,2,129.8626,2013-05-30
74826,950,51157,20,2013-05-30,S,5,189.8026,2013-05-30
74827,984,51157,44,2013-05-30,S,6,406.7928,2013-05-30
74828,986,51157,35,2013-05-30,S,4,406.7928,2013-05-30
74829,987,51157,54,2013-05-30,S,2,406.7928,2013-05-30
74830,988,51157,28,2013-05-30,S,3,406.7928,2013-05-30
74831,990,51157,8,2013-05-30,S,4,388.7928,2013-05-30
74832,992,51157,39,2013-05-30,S,2,388.7928,2013-05-30
74833,994,51157,41,2013-05-30,S,2,39.9526,2013-05-30
74834,996,51157,3,2013-05-30,S,2,89.9026,2013-05-30
74835,738,51158,4,2013-05-30,S,1,249.5428,2013-05-30
74836,874,51158,5,2013-05-30,S,2,5.8435,2013-05-30
74837,875,51158,1,2013-05-30,S,9,5.8435,2013-05-30
74838,938,51158,2,2013-05-30,S,1,29.9626,2013-05-30
74839,939,51158,3,2013-05-30,S,1,45.9466,2013-05-30
74840,940,51158,7,2013-05-30,S,3,59.9326,2013-05-30
74841,976,51158,6,2013-05-30,S,2,1224.7128,2013-05-30
74842,860,51159,1,2013-05-30,S,1,15.9185,2013-05-30
74843,873,51159,2,2013-05-30,S,6,1.374,2013-05-30
74844,982,51159,3,2013-05-30,S,1,554.0328,2013-05-30
74845,707,51160,31,2013-05-30,S,12,20.994,2013-05-30
74846,708,51160,29,2013-05-30,S,13,20.994,2013-05-30
74847,711,51160,60,2013-05-30,S,2,20.994,2013-05-30
74848,712,51160,32,2013-05-30,S,20,5.8435,2013-05-30
74849,714,51160,69,2013-05-30,S,5,32.4935,2013-05-30
74850,715,51160,30,2013-05-30,S,14,32.4935,2013-05-30
74851,716,51160,24,2013-05-30,S,4,32.4935,2013-05-30
74852,739,51160,28,2013-05-30,S,6,1009.73,2013-05-30
74853,742,51160,34,2013-05-30,S,6,1009.73,2013-05-30
74854,743,51160,16,2013-05-30,S,8,998.704,2013-05-30
74855,747,51160,53,2013-05-30,S,4,998.704,2013-05-30
74856,748,51160,3,2013-05-30,S,10,1009.73,2013-05-30
74857,779,51160,33,2013-05-30,S,2,1670.3928,2013-05-30
74858,780,51160,11,2013-05-30,S,4,1670.3928,2013-05-30
74859,781,51160,71,2013-05-30,S,5,1670.3928,2013-05-30
74860,782,51160,9,2013-05-30,S,5,1652.3928,2013-05-30
74861,783,51160,47,2013-05-30,S,5,1652.3928,2013-05-30
74862,784,51160,17,2013-05-30,S,3,1652.3928,2013-05-30
74863,808,51160,39,2013-05-30,S,6,32.9596,2013-05-30
74864,809,51160,43,2013-05-30,S,2,45.8208,2013-05-30
74865,810,51160,27,2013-05-30,S,2,88.9998,2013-05-30
74866,858,51160,45,2013-05-30,S,7,15.9185,2013-05-30
74867,859,51160,66,2013-05-30,S,17,15.9185,2013-05-30
74868,860,51160,57,2013-05-30,S,2,15.9185,2013-05-30
74869,864,51160,26,2013-05-30,S,19,41.275,2013-05-30
74870,865,51160,36,2013-05-30,S,15,41.275,2013-05-30
74871,867,51160,42,2013-05-30,S,16,45.4935,2013-05-30
74872,868,51160,21,2013-05-30,S,1,45.4935,2013-05-30
74873,870,51160,2,2013-05-30,S,16,2.994,2013-05-30
74874,873,51160,56,2013-05-30,S,1,1.374,2013-05-30
74875,876,51160,52,2013-05-30,S,6,72.0,2013-05-30
74876,877,51160,14,2013-05-30,S,10,4.77,2013-05-30
74877,880,51160,19,2013-05-30,S,10,32.994,2013-05-30
74878,881,51160,18,2013-05-30,S,9,35.0935,2013-05-30
74879,883,51160,63,2013-05-30,S,12,35.0935,2013-05-30
74880,884,51160,49,2013-05-30,S,20,35.0935,2013-05-30
74881,894,51160,50,2013-05-30,S,2,89.8804,2013-05-30
74882,904,51160,46,2013-05-30,S,8,269.4266,2013-05-30
74883,905,51160,4,2013-05-30,S,8,269.4266,2013-05-30
74884,906,51160,22,2013-05-30,S,6,269.4266,2013-05-30
74885,907,51160,54,2013-05-30,S,6,78.81,2013-05-30
74886,908,51160,15,2013-05-30,S,5,20.0688,2013-05-30
74887,909,51160,55,2013-05-30,S,12,28.9636,2013-05-30
74888,910,51160,37,2013-05-30,S,3,38.9536,2013-05-30
74889,917,51160,12,2013-05-30,S,12,195.397,2013-05-30
74890,918,51160,58,2013-05-30,S,3,195.397,2013-05-30
74891,919,51160,7,2013-05-30,S,1,195.397,2013-05-30
74892,920,51160,64,2013-05-30,S,7,195.397,2013-05-30
74893,924,51160,25,2013-05-30,S,2,184.8446,2013-05-30
74894,925,51160,40,2013-05-30,S,2,184.8446,2013-05-30
74895,926,51160,5,2013-05-30,S,5,184.8446,2013-05-30
74896,935,51160,67,2013-05-30,S,1,29.9626,2013-05-30
74897,936,51160,23,2013-05-30,S,1,45.9466,2013-05-30
74898,937,51160,59,2013-05-30,S,13,59.9326,2013-05-30
74899,944,51160,10,2013-05-30,S,2,195.397,2013-05-30
74900,945,51160,65,2013-05-30,S,2,67.7026,2013-05-30
74901,948,51160,1,2013-05-30,S,10,78.81,2013-05-30
74902,950,51160,44,2013-05-30,S,2,189.8026,2013-05-30
74903,951,51160,62,2013-05-30,S,14,299.6926,2013-05-30
74904,952,51160,48,2013-05-30,S,2,14.9776,2013-05-30
74905,981,51160,8,2013-05-30,S,4,554.0328,2013-05-30
74906,984,51160,6,2013-05-30,S,2,406.7928,2013-05-30
74907,985,51160,13,2013-05-30,S,7,406.7928,2013-05-30
74908,986,51160,70,2013-05-30,S,4,406.7928,2013-05-30
74909,987,51160,51,2013-05-30,S,5,406.7928,2013-05-30
74910,988,51160,35,2013-05-30,S,9,406.7928,2013-05-30
74911,990,51160,68,2013-05-30,S,3,388.7928,2013-05-30
74912,991,51160,38,2013-05-30,S,6,388.7928,2013-05-30
74913,992,51160,61,2013-05-30,S,5,388.7928,2013-05-30
74914,994,51160,20,2013-05-30,S,7,39.9526,2013-05-30
74915,996,51160,41,2013-05-30,S,4,89.9026,2013-05-30
74916,714,51161,3,2013-05-30,S,1,32.4935,2013-05-30
74917,881,51161,8,2013-05-30,S,1,35.0935,2013-05-30
74918,889,51161,13,2013-05-30,S,1,742.8934,2013-05-30
74919,916,51161,4,2013-05-30,S,3,38.9536,2013-05-30
74920,951,51161,5,2013-05-30,S,3,299.6926,2013-05-30
74921,957,51161,10,2013-05-30,S,1,1716.5304,2013-05-30
74922,958,51161,9,2013-05-30,S,1,534.492,2013-05-30
74923,961,51161,2,2013-05-30,S,1,534.492,2013-05-30
74924,962,51161,7,2013-05-30,S,1,534.492,2013-05-30
74925,965,51161,1,2013-05-30,S,1,534.492,2013-05-30
74926,966,51161,12,2013-05-30,S,1,1716.5304,2013-05-30
74927,972,51161,11,2013-05-30,S,1,874.692,2013-05-30
74928,996,51161,6,2013-05-30,S,1,89.9026,2013-05-30
74929,822,51162,1,2013-05-30,S,1,440.1742,2013-05-30
74930,999,51163,1,2013-05-30,S,1,388.7928,2013-05-30
74931,708,51164,5,2013-05-30,S,2,20.994,2013-05-30
74932,711,51164,2,2013-05-30,S,3,20.994,2013-05-30
74933,809,51164,1,2013-05-30,S,5,45.8208,2013-05-30
74934,867,51164,7,2013-05-30,S,3,45.4935,2013-05-30
74935,868,51164,6,2013-05-30,S,2,45.4935,2013-05-30
74936,869,51164,4,2013-05-30,S,3,45.4935,2013-05-30
74937,910,51164,3,2013-05-30,S,2,38.9536,2013-05-30
74938,937,51164,8,2013-05-30,S,1,59.9326,2013-05-30
74939,948,51165,2,2013-05-30,S,1,78.81,2013-05-30
74940,954,51165,1,2013-05-30,S,3,1716.5304,2013-05-30
74941,969,51165,3,2013-05-30,S,2,1716.5304,2013-05-30
74942,979,51165,4,2013-05-30,S,1,534.492,2013-05-30
74943,813,51166,1,2013-05-30,S,1,88.9998,2013-05-30
74944,739,51167,2,2013-05-30,S,1,1009.73,2013-05-30
74945,906,51167,1,2013-05-30,S,1,269.4266,2013-05-30
74946,707,51168,4,2013-05-30,S,16,20.994,2013-05-30
74947,708,51168,15,2013-05-30,S,14,20.994,2013-05-30
74948,711,51168,2,2013-05-30,S,9,20.994,2013-05-30
74949,712,51168,10,2013-05-30,S,17,5.8435,2013-05-30
74950,714,51168,28,2013-05-30,S,6,32.4935,2013-05-30
74951,715,51168,22,2013-05-30,S,13,32.4935,2013-05-30
74952,716,51168,23,2013-05-30,S,7,32.4935,2013-05-30
74953,717,51168,3,2013-05-30,S,4,1059.31,2013-05-30
74954,718,51168,7,2013-05-30,S,3,1059.31,2013-05-30
74955,738,51168,30,2013-05-30,S,3,249.5428,2013-05-30
74956,822,51168,19,2013-05-30,S,2,440.1742,2013-05-30
74957,835,51168,9,2013-05-30,S,2,440.1742,2013-05-30
74958,836,51168,21,2013-05-30,S,1,440.1742,2013-05-30
74959,838,51168,6,2013-05-30,S,2,1059.31,2013-05-30
74960,858,51168,25,2013-05-30,S,3,15.9185,2013-05-30
74961,859,51168,5,2013-05-30,S,15,15.9185,2013-05-30
74962,860,51168,32,2013-05-30,S,7,15.9185,2013-05-30
74963,864,51168,33,2013-05-30,S,19,41.275,2013-05-30
74964,865,51168,16,2013-05-30,S,13,41.275,2013-05-30
74965,870,51168,8,2013-05-30,S,3,2.994,2013-05-30
74966,873,51168,26,2013-05-30,S,2,1.374,2013-05-30
74967,874,51168,29,2013-05-30,S,3,5.8435,2013-05-30
74968,875,51168,27,2013-05-30,S,2,5.8435,2013-05-30
74969,876,51168,11,2013-05-30,S,18,72.0,2013-05-30
74970,877,51168,34,2013-05-30,S,16,4.77,2013-05-30
74971,880,51168,24,2013-05-30,S,2,32.994,2013-05-30
74972,881,51168,17,2013-05-30,S,13,35.0935,2013-05-30
74973,883,51168,13,2013-05-30,S,5,35.0935,2013-05-30
74974,884,51168,31,2013-05-30,S,18,35.0935,2013-05-30
74975,938,51168,14,2013-05-30,S,8,29.9626,2013-05-30
74976,939,51168,20,2013-05-30,S,3,45.9466,2013-05-30
74977,976,51168,12,2013-05-30,S,4,1224.7128,2013-05-30
74978,998,51168,18,2013-05-30,S,10,388.7928,2013-05-30
74979,999,51168,1,2013-05-30,S,2,388.7928,2013-05-30
74980,707,51169,43,2013-05-30,S,4,20.994,2013-05-30
74981,708,51169,31,2013-05-30,S,8,20.994,2013-05-30
74982,711,51169,19,2013-05-30,S,14,20.994,2013-05-30
74983,712,51169,29,2013-05-30,S,14,5.8435,2013-05-30
74984,714,51169,35,2013-05-30,S,11,32.4935,2013-05-30
74985,715,51169,42,2013-05-30,S,18,32.4935,2013-05-30
74986,716,51169,7,2013-05-30,S,5,32.4935,2013-05-30
74987,858,51169,8,2013-05-30,S,2,15.9185,2013-05-30
74988,859,51169,33,2013-05-30,S,8,15.9185,2013-05-30
74989,860,51169,28,2013-05-30,S,4,15.9185,2013-05-30
74990,864,51169,24,2013-05-30,S,23,41.275,2013-05-30
74991,865,51169,1,2013-05-30,S,5,41.275,2013-05-30
74992,870,51169,22,2013-05-30,S,22,2.994,2013-05-30
74993,873,51169,16,2013-05-30,S,5,1.374,2013-05-30
74994,876,51169,3,2013-05-30,S,2,72.0,2013-05-30
74995,877,51169,12,2013-05-30,S,3,4.77,2013-05-30
74996,880,51169,6,2013-05-30,S,14,32.994,2013-05-30
74997,881,51169,38,2013-05-30,S,10,35.0935,2013-05-30
74998,883,51169,30,2013-05-30,S,7,35.0935,2013-05-30
74999,884,51169,41,2013-05-30,S,17,35.0935,2013-05-30
75000,885,51169,36,2013-05-30,S,2,742.8934,2013-05-30
75001,887,51169,32,2013-05-30,S,1,742.8934,2013-05-30
75002,888,51169,34,2013-05-30,S,1,742.8934,2013-05-30
75003,891,51169,9,2013-05-30,S,4,742.8934,2013-05-30
75004,892,51169,46,2013-05-30,S,3,742.8934,2013-05-30
75005,893,51169,18,2013-05-30,S,6,742.8934,2013-05-30
75006,896,51169,5,2013-05-30,S,1,246.7308,2013-05-30
75007,899,51169,20,2013-05-30,S,1,246.7308,2013-05-30
75008,902,51169,25,2013-05-30,S,1,246.7308,2013-05-30
75009,914,51169,37,2013-05-30,S,1,20.0688,2013-05-30
75010,915,51169,44,2013-05-30,S,1,28.9636,2013-05-30
75011,916,51169,2,2013-05-30,S,2,38.9536,2013-05-30
75012,941,51169,17,2013-05-30,S,2,59.9326,2013-05-30
75013,947,51169,11,2013-05-30,S,2,67.7618,2013-05-30
75014,953,51169,14,2013-05-30,S,3,874.692,2013-05-30
75015,954,51169,10,2013-05-30,S,8,1716.5304,2013-05-30
75016,955,51169,39,2013-05-30,S,4,1716.5304,2013-05-30
75017,957,51169,4,2013-05-30,S,12,1716.5304,2013-05-30
75018,961,51169,45,2013-05-30,S,5,534.492,2013-05-30
75019,963,51169,27,2013-05-30,S,4,534.492,2013-05-30
75020,965,51169,26,2013-05-30,S,4,534.492,2013-05-30
75021,966,51169,40,2013-05-30,S,11,1716.5304,2013-05-30
75022,967,51169,21,2013-05-30,S,2,1716.5304,2013-05-30
75023,970,51169,15,2013-05-30,S,2,874.692,2013-05-30
75024,972,51169,23,2013-05-30,S,3,874.692,2013-05-30
75025,979,51169,13,2013-05-30,S,6,534.492,2013-05-30
75026,717,51170,1,2013-05-30,S,1,1059.31,2013-05-30
75027,718,51170,5,2013-05-30,S,1,1059.31,2013-05-30
75028,722,51170,4,2013-05-30,S,2,249.5428,2013-05-30
75029,798,51170,7,2013-05-30,S,1,806.7528,2013-05-30
75030,811,51170,3,2013-05-30,S,1,32.9596,2013-05-30
75031,838,51170,6,2013-05-30,S,1,1059.31,2013-05-30
75032,913,51170,2,2013-05-30,S,1,38.9536,2013-05-30
75033,717,51171,5,2013-05-30,S,1,963.0091,2013-05-30
75034,796,51171,2,2013-05-30,S,1,1570.725,2013-05-30
75035,811,51171,3,2013-05-30,S,3,29.9633,2013-05-30
75036,828,51171,1,2013-05-30,S,2,264.2244,2013-05-30
75037,838,51171,4,2013-05-30,S,1,963.0091,2013-05-30
75038,714,51172,1,2013-05-30,S,1,31.2437,2013-05-30
75039,716,51172,2,2013-05-30,S,1,31.2437,2013-05-30
75040,717,51172,5,2013-05-30,S,1,963.0091,2013-05-30
75041,718,51172,4,2013-05-30,S,1,963.0091,2013-05-30
75042,838,51172,3,2013-05-30,S,1,963.0091,2013-05-30
75043,714,51173,6,2013-05-30,S,1,32.4935,2013-05-30
75044,716,51173,5,2013-05-30,S,3,32.4935,2013-05-30
75045,858,51173,2,2013-05-30,S,3,15.9185,2013-05-30
75046,881,51173,4,2013-05-30,S,1,35.0935,2013-05-30
75047,956,51173,3,2013-05-30,S,1,1716.5304,2013-05-30
75048,979,51173,1,2013-05-30,S,1,534.492,2013-05-30
75049,959,51174,1,2013-05-30,S,1,534.492,2013-05-30
75050,875,51175,1,2013-05-30,S,4,5.8435,2013-05-30
75051,796,51176,1,2013-05-30,S,1,2443.35,2013-05-30
75052,872,51176,2,2013-05-30,S,1,8.99,2013-05-30
75053,708,51177,2,2013-05-30,S,1,34.99,2013-05-30
75054,970,51177,1,2013-05-30,S,1,1214.85,2013-05-30
75055,779,51178,1,2013-05-30,S,1,2319.99,2013-05-30
75056,870,51178,3,2013-05-30,S,1,4.99,2013-05-30
75057,871,51178,2,2013-05-30,S,1,9.99,2013-05-30
75058,795,51179,1,2013-05-30,S,1,2443.35,2013-05-30
75059,879,51179,4,2013-05-30,S,1,159.0,2013-05-30
75060,922,51179,3,2013-05-30,S,1,3.99,2013-05-30
75061,933,51179,2,2013-05-30,S,1,32.6,2013-05-30
75062,707,51180,4,2013-05-30,S,1,34.99,2013-05-30
75063,714,51180,5,2013-05-30,S,1,49.99,2013-05-30
75064,793,51180,1,2013-05-30,S,1,2443.35,2013-05-30
75065,870,51180,3,2013-05-30,S,1,4.99,2013-05-30
75066,872,51180,2,2013-05-30,S,1,8.99,2013-05-30
75067,707,51181,4,2013-05-30,S,1,34.99,2013-05-30
75068,792,51181,1,2013-05-30,S,1,2443.35,2013-05-30
75069,922,51181,2,2013-05-30,S,1,3.99,2013-05-30
75070,933,51181,3,2013-05-30,S,1,32.6,2013-05-30
75071,715,51182,2,2013-05-30,S,1,49.99,2013-05-30
75072,974,51182,1,2013-05-30,S,1,1700.99,2013-05-30
75073,715,51183,2,2013-05-30,S,1,49.99,2013-05-30
75074,974,51183,1,2013-05-30,S,1,1700.99,2013-05-30
75075,711,51184,4,2013-05-30,S,1,34.99,2013-05-30
75076,779,51184,1,2013-05-30,S,1,2319.99,2013-05-30
75077,921,51184,3,2013-05-30,S,1,4.99,2013-05-30
75078,930,51184,2,2013-05-30,S,1,35.0,2013-05-30
75079,923,51185,3,2013-05-30,S,1,4.99,2013-05-30
75080,934,51185,2,2013-05-30,S,1,28.99,2013-05-30
75081,964,51185,1,2013-05-30,S,1,742.35,2013-05-30
75082,966,51186,1,2013-05-30,S,1,2384.07,2013-05-30
75083,931,51187,2,2013-05-30,S,1,21.49,2013-05-30
75084,999,51187,1,2013-05-30,S,1,539.99,2013-05-30
75085,999,51188,1,2013-05-30,S,1,539.99,2013-05-30
75086,768,36427,0,2013-05-31,W,1,0.0,2013-05-31
75087,782,36428,0,2013-05-31,W,3,0.0,2013-05-31
75088,783,36429,0,2013-05-31,W,2,0.0,2013-05-31
75089,793,36430,0,2013-05-31,W,1,0.0,2013-05-31
75090,516,36431,0,2013-05-31,W,5,0.0,2013-05-31
75091,517,36432,0,2013-05-31,W,1,0.0,2013-05-31
75092,519,36433,0,2013-05-31,W,1,0.0,2013-05-31
75093,736,36434,0,2013-05-31,W,1,0.0,2013-05-31
75094,743,36435,0,2013-05-31,W,2,0.0,2013-05-31
75095,747,36436,0,2013-05-31,W,3,0.0,2013-05-31
75096,806,36437,0,2013-05-31,W,7,0.0,2013-05-31
75097,810,36438,0,2013-05-31,W,5,0.0,2013-05-31
75098,811,36439,0,2013-05-31,W,1,0.0,2013-05-31
75099,813,36440,0,2013-05-31,W,1,0.0,2013-05-31
75100,816,36441,0,2013-05-31,W,5,0.0,2013-05-31
75101,818,36442,0,2013-05-31,W,1,0.0,2013-05-31
75102,820,36443,0,2013-05-31,W,1,0.0,2013-05-31
75103,824,36444,0,2013-05-31,W,5,0.0,2013-05-31
